soort	frequentie	wijziging	referentie	naar	schatting	lcl90	ucl90	lcl60	ucl60	lcl30	ucl30	analyse	status
Wielewaal	driejaarlijks	2016-2018: -27% (-55%; +9%) t.o.v. 2007-2009 (?-)	2007	2016	0.73	0.454	1.086	0.571	0.888	0.647	0.803	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2019-2021: -29% (-60%; +20%) t.o.v. 2007-2009 (?-)	2007	2019	0.713	0.401	1.201	0.535	0.92	0.631	0.805	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2007-2009: -22% (-44%; +5%) t.o.v. 2010-2012 (?-)	2010	2007	0.784	0.561	1.045	0.659	0.915	0.731	0.843	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2013-2015: +3% (-24%; +42%) t.o.v. 2010-2012 (?+)	2010	2013	1.034	0.755	1.419	0.897	1.207	0.966	1.112	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2016-2018: -44% (-66%; -12%) t.o.v. 2010-2012 (-)	2010	2016	0.558	0.341	0.881	0.441	0.705	0.496	0.628	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2019-2021: -45% (-69%; -5%) t.o.v. 2010-2012 (-)	2010	2019	0.553	0.314	0.945	0.407	0.744	0.48	0.64	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2007-2009: -25% (-49%; +9%) t.o.v. 2013-2015 (?-)	2013	2007	0.753	0.51	1.093	0.611	0.908	0.688	0.819	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2010-2012: -3% (-30%; +32%) t.o.v. 2013-2015 (?-)	2013	2010	0.967	0.705	1.324	0.828	1.114	0.9	1.035	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2016-2018: -46% (-66%; -17%) t.o.v. 2013-2015 (-)	2013	2016	0.538	0.335	0.827	0.42	0.695	0.48	0.606	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2019-2021: -46% (-71%; -9%) t.o.v. 2013-2015 (-)	2013	2019	0.536	0.294	0.914	0.393	0.719	0.46	0.62	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2007-2009: +37% (-8%; +120%) t.o.v. 2016-2018 (?+)	2016	2007	1.369	0.921	2.201	1.126	1.752	1.245	1.545	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2010-2012: +79% (+13%; +193%) t.o.v. 2016-2018 (+)	2016	2010	1.791	1.135	2.928	1.418	2.27	1.591	2.015	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2013-2015: +86% (+21%; +198%) t.o.v. 2016-2018 (+)	2016	2013	1.857	1.209	2.984	1.438	2.383	1.65	2.085	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2019-2021: -2% (-38%; +58%) t.o.v. 2016-2018 (?)	2016	2019	0.977	0.616	1.583	0.792	1.245	0.888	1.089	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2007-2009: +40% (-17%; +149%) t.o.v. 2019-2021 (?+)	2019	2007	1.403	0.833	2.491	1.087	1.87	1.243	1.586	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2010-2012: +80% (+10%; +220%) t.o.v. 2019-2021 (+)	2019	2010	1.807	1.058	3.187	1.345	2.458	1.562	2.085	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2013-2015: +90% (+10%; +240%) t.o.v. 2019-2021 (+)	2019	2013	1.866	1.094	3.397	1.39	2.543	1.613	2.173	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	driejaarlijks	2016-2018: +2% (-37%; +62%) t.o.v. 2019-2021 (?)	2019	2016	1.024	0.632	1.623	0.803	1.262	0.919	1.126	c8567576f76fc430eaf1aff231de480b8deb1e8e	8e4ab6b518e672a3ced89217394a9f1f53bdf8d7
Wielewaal	jaarlijks	2008: +20% (-20%; +100%) t.o.v. 2007 (?+)	2007	2008	1.216	0.815	1.959	0.991	1.533	1.091	1.334	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2009: +1% (-38%; +59%) t.o.v. 2007 (?)	2007	2009	1.009	0.617	1.592	0.787	1.287	0.91	1.13	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2010: +10% (-30%; +90%) t.o.v. 2007 (?)	2007	2010	1.129	0.717	1.939	0.887	1.447	1.018	1.279	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2011: +40% (-17%; +158%) t.o.v. 2007 (?+)	2007	2011	1.401	0.828	2.576	1.071	1.835	1.236	1.587	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2012: +57% (-4%; +178%) t.o.v. 2007 (?+)	2007	2012	1.567	0.961	2.779	1.222	2.074	1.406	1.751	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2013: +80% (+0%; +230%) t.o.v. 2007 (+)	2007	2013	1.786	1.031	3.345	1.334	2.384	1.568	2.037	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2014: +39% (-16%; +154%) t.o.v. 2007 (?+)	2007	2014	1.39	0.84	2.541	1.073	1.911	1.244	1.589	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2015: +30% (-22%; +136%) t.o.v. 2007 (?+)	2007	2015	1.298	0.778	2.364	1.001	1.782	1.143	1.51	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2016: -10% (-50%; +60%) t.o.v. 2007 (?)	2007	2016	0.933	0.541	1.638	0.708	1.232	0.822	1.057	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2017: -31% (-64%; +21%) t.o.v. 2007 (?-)	2007	2017	0.686	0.362	1.212	0.497	0.921	0.591	0.788	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2018: -37% (-68%; +13%) t.o.v. 2007 (?-)	2007	2018	0.633	0.315	1.129	0.448	0.837	0.537	0.717	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2019: -31% (-63%; +28%) t.o.v. 2007 (?-)	2007	2019	0.691	0.366	1.279	0.499	0.947	0.592	0.805	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2020: -40% (-74%; +22%) t.o.v. 2007 (?-)	2007	2020	0.595	0.264	1.217	0.403	0.846	0.49	0.697	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2007: -18% (-49%; +23%) t.o.v. 2008 (?-)	2008	2007	0.822	0.51	1.227	0.652	1.009	0.75	0.917	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2009: -18% (-49%; +20%) t.o.v. 2008 (?-)	2008	2009	0.82	0.515	1.199	0.657	1.016	0.749	0.923	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2010: -5% (-44%; +45%) t.o.v. 2008 (?)	2008	2010	0.947	0.56	1.449	0.731	1.179	0.84	1.053	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2011: +20% (-30%; +90%) t.o.v. 2008 (?)	2008	2011	1.156	0.712	1.858	0.906	1.451	1.029	1.282	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2012: +29% (-18%; +104%) t.o.v. 2008 (?+)	2008	2012	1.292	0.815	2.044	1.032	1.608	1.18	1.42	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2013: +44% (-10%; +145%) t.o.v. 2008 (?+)	2008	2013	1.442	0.897	2.448	1.131	1.866	1.297	1.629	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2014: +20% (-30%; +90%) t.o.v. 2008 (?)	2008	2014	1.153	0.695	1.932	0.897	1.49	1.033	1.286	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2015: +10% (-30%; +80%) t.o.v. 2008 (?)	2008	2015	1.085	0.664	1.758	0.838	1.377	0.959	1.203	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2016: -24% (-56%; +25%) t.o.v. 2008 (?-)	2008	2016	0.763	0.44	1.252	0.585	0.997	0.678	0.856	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2017: -44% (-71%; -2%) t.o.v. 2008 (-)	2008	2017	0.556	0.294	0.979	0.406	0.76	0.477	0.635	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2018: -49% (-74%; -12%) t.o.v. 2008 (-)	2008	2018	0.511	0.257	0.88	0.355	0.698	0.433	0.587	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2019: -44% (-71%; +2%) t.o.v. 2008 (?-)	2008	2019	0.56	0.292	1.017	0.407	0.775	0.486	0.654	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2020: -51% (-79%; -4%) t.o.v. 2008 (-)	2008	2020	0.492	0.214	0.955	0.316	0.694	0.404	0.573	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2007: -1% (-37%; +62%) t.o.v. 2009 (?)	2009	2007	0.991	0.628	1.62	0.777	1.271	0.885	1.098	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2008: +20% (-20%; +90%) t.o.v. 2009 (?+)	2009	2008	1.22	0.834	1.942	0.984	1.522	1.083	1.335	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2010: +14% (-23%; +65%) t.o.v. 2009 (?+)	2009	2010	1.139	0.774	1.653	0.935	1.381	1.041	1.235	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2011: +39% (-8%; +131%) t.o.v. 2009 (?+)	2009	2011	1.385	0.917	2.314	1.117	1.76	1.252	1.53	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2012: +55% (+7%; +149%) t.o.v. 2009 (+)	2009	2012	1.554	1.073	2.49	1.287	1.955	1.407	1.722	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2013: +70% (+10%; +210%) t.o.v. 2009 (+)	2009	2013	1.745	1.124	3.081	1.345	2.353	1.539	2.014	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2014: +39% (-11%; +141%) t.o.v. 2009 (?+)	2009	2014	1.392	0.892	2.414	1.096	1.791	1.259	1.54	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2015: +30% (-19%; +126%) t.o.v. 2009 (?+)	2009	2015	1.304	0.813	2.256	1.037	1.68	1.17	1.459	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2016: -10% (-40%; +60%) t.o.v. 2009 (?)	2009	2016	0.933	0.554	1.56	0.721	1.193	0.828	1.039	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2017: -32% (-62%; +15%) t.o.v. 2009 (?-)	2009	2017	0.678	0.38	1.149	0.51	0.888	0.592	0.778	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2018: -39% (-66%; +5%) t.o.v. 2009 (?-)	2009	2018	0.608	0.336	1.05	0.457	0.817	0.54	0.711	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2019: -31% (-63%; +23%) t.o.v. 2009 (?-)	2009	2019	0.692	0.365	1.227	0.512	0.927	0.603	0.787	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2020: -40% (-74%; +17%) t.o.v. 2009 (?-)	2009	2020	0.595	0.264	1.169	0.407	0.823	0.505	0.683	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2007: -11% (-48%; +39%) t.o.v. 2010 (?)	2010	2007	0.885	0.516	1.395	0.691	1.128	0.782	0.982	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2008: +10% (-30%; +80%) t.o.v. 2010 (?)	2010	2008	1.055	0.69	1.787	0.848	1.368	0.949	1.191	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2009: -12% (-40%; +29%) t.o.v. 2010 (?-)	2010	2009	0.878	0.605	1.292	0.724	1.069	0.81	0.96	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2011: +22% (-13%; +84%) t.o.v. 2010 (?+)	2010	2011	1.222	0.869	1.835	1.033	1.479	1.125	1.327	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2012: +37% (-5%; +118%) t.o.v. 2010 (?+)	2010	2012	1.374	0.954	2.184	1.115	1.713	1.255	1.497	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2013: +56% (-3%; +172%) t.o.v. 2010 (?+)	2010	2013	1.561	0.967	2.722	1.212	1.996	1.398	1.746	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2014: +24% (-24%; +102%) t.o.v. 2010 (?+)	2010	2014	1.24	0.761	2.02	0.975	1.584	1.107	1.363	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2015: +20% (-30%; +90%) t.o.v. 2010 (?)	2010	2015	1.162	0.72	1.904	0.909	1.442	1.034	1.282	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2016: -17% (-52%; +35%) t.o.v. 2010 (?)	2010	2016	0.826	0.476	1.351	0.638	1.048	0.729	0.921	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2017: -41% (-68%; +2%) t.o.v. 2010 (?-)	2010	2017	0.593	0.319	1.025	0.452	0.79	0.529	0.684	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2018: -46% (-71%; -6%) t.o.v. 2010 (-)	2010	2018	0.537	0.293	0.939	0.403	0.721	0.472	0.617	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2019: -39% (-68%; +10%) t.o.v. 2010 (?-)	2010	2019	0.614	0.318	1.098	0.445	0.805	0.537	0.697	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2020: -48% (-77%; +3%) t.o.v. 2010 (?-)	2010	2020	0.517	0.23	1.03	0.354	0.736	0.442	0.611	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2007: -29% (-61%; +21%) t.o.v. 2011 (?-)	2011	2007	0.714	0.388	1.208	0.545	0.934	0.63	0.809	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2008: -14% (-46%; +41%) t.o.v. 2011 (?)	2011	2008	0.865	0.538	1.405	0.689	1.104	0.78	0.971	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2009: -28% (-57%; +9%) t.o.v. 2011 (?-)	2011	2009	0.722	0.432	1.09	0.568	0.895	0.654	0.799	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2010: -18% (-46%; +15%) t.o.v. 2011 (?-)	2011	2010	0.818	0.545	1.151	0.676	0.968	0.754	0.889	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2012: +13% (-22%; +64%) t.o.v. 2011 (?+)	2011	2012	1.127	0.78	1.642	0.943	1.358	1.034	1.222	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2013: +25% (-19%; +117%) t.o.v. 2011 (?+)	2011	2013	1.248	0.813	2.17	1.002	1.608	1.122	1.392	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2014: -0% (-40%; +70%) t.o.v. 2011 (?)	2011	2014	0.998	0.63	1.652	0.789	1.279	0.898	1.115	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2015: -6% (-41%; +55%) t.o.v. 2011 (?)	2011	2015	0.938	0.588	1.553	0.737	1.185	0.837	1.04	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2016: -33% (-63%; +12%) t.o.v. 2011 (?-)	2011	2016	0.667	0.368	1.118	0.514	0.858	0.593	0.75	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2017: -51% (-74%; -14%) t.o.v. 2011 (-)	2011	2017	0.485	0.264	0.861	0.356	0.645	0.423	0.552	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2018: -57% (-77%; -21%) t.o.v. 2011 (-)	2011	2018	0.432	0.232	0.79	0.314	0.607	0.377	0.51	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2019: -51% (-74%; -10%) t.o.v. 2011 (-)	2011	2019	0.494	0.26	0.901	0.352	0.667	0.425	0.564	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2020: -58% (-81%; -15%) t.o.v. 2011 (-)	2011	2020	0.416	0.195	0.851	0.281	0.602	0.345	0.495	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2007: -36% (-64%; +4%) t.o.v. 2012 (?-)	2012	2007	0.638	0.36	1.041	0.482	0.818	0.571	0.711	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2008: -23% (-51%; +23%) t.o.v. 2012 (?-)	2012	2008	0.774	0.489	1.226	0.622	0.969	0.704	0.848	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2009: -36% (-60%; -7%) t.o.v. 2012 (-)	2012	2009	0.643	0.402	0.932	0.511	0.777	0.581	0.711	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2010: -27% (-54%; +5%) t.o.v. 2012 (?-)	2012	2010	0.728	0.458	1.048	0.584	0.896	0.668	0.797	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2011: -11% (-39%; +28%) t.o.v. 2012 (?-)	2012	2011	0.887	0.609	1.282	0.736	1.061	0.819	0.967	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2013: +11% (-20%; +71%) t.o.v. 2012 (?+)	2012	2013	1.11	0.798	1.711	0.922	1.356	1.02	1.216	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2014: -12% (-40%; +34%) t.o.v. 2012 (?)	2012	2014	0.882	0.598	1.337	0.726	1.092	0.813	0.981	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2015: -17% (-43%; +23%) t.o.v. 2012 (?-)	2012	2015	0.832	0.567	1.234	0.687	1.001	0.759	0.906	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2016: -40% (-65%; -6%) t.o.v. 2012 (-)	2012	2016	0.597	0.349	0.941	0.46	0.748	0.531	0.661	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2017: -56% (-78%; -27%) t.o.v. 2012 (--)	2012	2017	0.436	0.218	0.734	0.317	0.57	0.381	0.492	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2018: -61% (-80%; -33%) t.o.v. 2012 (--)	2012	2018	0.394	0.204	0.673	0.28	0.527	0.34	0.449	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2019: -56% (-76%; -25%) t.o.v. 2012 (-)	2012	2019	0.435	0.242	0.754	0.327	0.584	0.382	0.496	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2020: -62% (-83%; -28%) t.o.v. 2012 (--)	2012	2020	0.376	0.168	0.716	0.25	0.528	0.315	0.444	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2007: -44% (-70%; -3%) t.o.v. 2013 (-)	2013	2007	0.56	0.299	0.969	0.42	0.75	0.491	0.638	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2008: -31% (-59%; +12%) t.o.v. 2013 (?-)	2013	2008	0.693	0.409	1.115	0.536	0.884	0.614	0.771	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2009: -43% (-68%; -11%) t.o.v. 2013 (-)	2013	2009	0.573	0.325	0.889	0.425	0.744	0.497	0.65	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
Wielewaal	jaarlijks	2010: -36% (-63%; +3%) t.o.v. 2013 (?-)	2013	2010	0.641	0.367	1.034	0.501	0.825	0.573	0.716	f59f3fa9b2b8efff7bc86af9fa591ecb1a41ee7e	da1c58ab7c76a6ad5e329a862e08328454b65d18
