indicator	frequentie	referentie	naar	schatting	lcl90	ucl90	lcl60	ucl60	lcl30	ucl30	klasse	analyse	status	wijziging
SubSaharaMigrant	jaarlijks	2011	2020	0.982	0.898	1.073	0.915	1.027	0.961	1.002	?	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2020: -1.8% (-10.2%; +7.3%) t.o.v. 2011 (?)
SubSaharaMigrant	jaarlijks	2012	2007	0.969	0.895	1.049	0.911	1.009	0.951	0.987	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2007: -3.1% (-10.5%; +4.9%) t.o.v. 2012 (?-)
SubSaharaMigrant	jaarlijks	2012	2008	0.989	0.922	1.061	0.937	1.025	0.973	1.006	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2008: -1% (-8%; +6%) t.o.v. 2012 (?-)
SubSaharaMigrant	jaarlijks	2012	2009	0.973	0.909	1.042	0.923	1.008	0.958	0.989	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2009: -3% (-9%; +4%) t.o.v. 2012 (?-)
SubSaharaMigrant	jaarlijks	2012	2010	0.996	0.935	1.062	0.948	1.029	0.981	1.011	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2010: -0% (-6%; +6%) t.o.v. 2012 (?-)
SubSaharaMigrant	jaarlijks	2012	2011	0.995	0.942	1.05	0.954	1.023	0.982	1.008	~	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2011: -1% (-6%; +5%) t.o.v. 2012 (~)
SubSaharaMigrant	jaarlijks	2012	2013	0.946	0.896	0.998	0.907	0.972	0.934	0.958	-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2013: -5.4% (-10.4%; -0.2%) t.o.v. 2012 (-)
SubSaharaMigrant	jaarlijks	2012	2014	0.952	0.893	1.015	0.906	0.984	0.938	0.966	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2014: -4.8% (-10.7%; +1.5%) t.o.v. 2012 (?-)
SubSaharaMigrant	jaarlijks	2012	2015	0.917	0.858	0.981	0.871	0.949	0.903	0.932	-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2015: -8.3% (-14.2%; -1.9%) t.o.v. 2012 (-)
SubSaharaMigrant	jaarlijks	2012	2016	0.896	0.834	0.964	0.847	0.93	0.881	0.912	-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2016: -10.4% (-16.6%; -3.6%) t.o.v. 2012 (-)
SubSaharaMigrant	jaarlijks	2012	2017	0.884	0.821	0.952	0.835	0.918	0.869	0.9	-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2017: -11.6% (-17.9%; -4.8%) t.o.v. 2012 (-)
SubSaharaMigrant	jaarlijks	2012	2018	0.895	0.831	0.964	0.845	0.93	0.879	0.911	-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2018: -10.5% (-16.9%; -3.6%) t.o.v. 2012 (-)
SubSaharaMigrant	jaarlijks	2012	2019	0.945	0.873	1.023	0.889	0.984	0.928	0.963	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2019: -5.5% (-12.7%; +2.3%) t.o.v. 2012 (?-)
SubSaharaMigrant	jaarlijks	2012	2020	0.977	0.895	1.066	0.912	1.021	0.957	0.997	?	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2020: -2.3% (-10.5%; +6.6%) t.o.v. 2012 (?)
SubSaharaMigrant	jaarlijks	2013	2007	1.025	0.945	1.111	0.962	1.068	1.005	1.044	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2007: +2.5% (-5.5%; +11.1%) t.o.v. 2013 (?+)
SubSaharaMigrant	jaarlijks	2013	2008	1.046	0.972	1.126	0.988	1.086	1.028	1.064	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2008: +4.6% (-2.8%; +12.6%) t.o.v. 2013 (?+)
SubSaharaMigrant	jaarlijks	2013	2009	1.029	0.956	1.108	0.972	1.069	1.012	1.047	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2009: +2.9% (-4.4%; +10.8%) t.o.v. 2013 (?+)
SubSaharaMigrant	jaarlijks	2013	2010	1.053	0.982	1.13	0.997	1.092	1.036	1.071	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2010: +5.3% (-1.8%; +13.0%) t.o.v. 2013 (?+)
SubSaharaMigrant	jaarlijks	2013	2011	1.052	0.984	1.125	0.998	1.089	1.036	1.069	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2011: +5.2% (-1.6%; +12.5%) t.o.v. 2013 (?+)
SubSaharaMigrant	jaarlijks	2013	2012	1.057	1.002	1.116	1.014	1.087	1.044	1.071	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2012: +5.7% (+0.2%; +11.6%) t.o.v. 2013 (+)
SubSaharaMigrant	jaarlijks	2013	2014	1.007	0.953	1.063	0.965	1.035	0.994	1.02	~	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2014: +1% (-5%; +6%) t.o.v. 2013 (~)
SubSaharaMigrant	jaarlijks	2013	2015	0.97	0.91	1.034	0.923	1.002	0.955	0.985	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2015: -3% (-9%; +3%) t.o.v. 2013 (?-)
SubSaharaMigrant	jaarlijks	2013	2016	0.948	0.883	1.017	0.897	0.983	0.932	0.964	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2016: -5.2% (-11.7%; +1.7%) t.o.v. 2013 (?-)
SubSaharaMigrant	jaarlijks	2013	2017	0.935	0.868	1.007	0.882	0.971	0.919	0.951	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2017: -6.5% (-13.2%; +0.7%) t.o.v. 2013 (?-)
SubSaharaMigrant	jaarlijks	2013	2018	0.946	0.877	1.021	0.892	0.984	0.929	0.963	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2018: -5.4% (-12.3%; +2.1%) t.o.v. 2013 (?-)
SubSaharaMigrant	jaarlijks	2013	2019	0.999	0.923	1.082	0.939	1.041	0.981	1.018	?	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2019: -0% (-8%; +8%) t.o.v. 2013 (?)
SubSaharaMigrant	jaarlijks	2013	2020	1.033	0.946	1.127	0.964	1.08	1.011	1.054	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2020: +3.3% (-5.4%; +12.7%) t.o.v. 2013 (?+)
SubSaharaMigrant	jaarlijks	2014	2007	1.018	0.938	1.105	0.955	1.061	0.999	1.038	?	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2007: +1.8% (-6.2%; +10.5%) t.o.v. 2014 (?)
SubSaharaMigrant	jaarlijks	2014	2008	1.039	0.965	1.119	0.981	1.079	1.021	1.057	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2008: +3.9% (-3.5%; +11.9%) t.o.v. 2014 (?+)
SubSaharaMigrant	jaarlijks	2014	2009	1.022	0.948	1.102	0.964	1.062	1.005	1.041	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2009: +2.2% (-5.2%; +10.2%) t.o.v. 2014 (?+)
SubSaharaMigrant	jaarlijks	2014	2010	1.046	0.972	1.126	0.988	1.086	1.028	1.064	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2010: +4.6% (-2.8%; +12.6%) t.o.v. 2014 (?+)
SubSaharaMigrant	jaarlijks	2014	2011	1.045	0.972	1.123	0.988	1.084	1.028	1.063	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2011: +4.5% (-2.8%; +12.3%) t.o.v. 2014 (?+)
SubSaharaMigrant	jaarlijks	2014	2012	1.05	0.985	1.12	0.999	1.085	1.035	1.066	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2012: +5.0% (-1.5%; +12.0%) t.o.v. 2014 (?+)
SubSaharaMigrant	jaarlijks	2014	2013	0.993	0.941	1.049	0.952	1.022	0.981	1.006	~	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2013: -1% (-6%; +5%) t.o.v. 2014 (~)
SubSaharaMigrant	jaarlijks	2014	2015	0.964	0.913	1.017	0.924	0.991	0.951	0.976	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2015: -4% (-9%; +2%) t.o.v. 2014 (?-)
SubSaharaMigrant	jaarlijks	2014	2016	0.942	0.881	1.007	0.894	0.974	0.927	0.956	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2016: -5.8% (-11.9%; +0.7%) t.o.v. 2014 (?-)
SubSaharaMigrant	jaarlijks	2014	2017	0.929	0.865	0.997	0.879	0.963	0.913	0.944	-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2017: -7.1% (-13.5%; -0.3%) t.o.v. 2014 (-)
SubSaharaMigrant	jaarlijks	2014	2018	0.94	0.873	1.012	0.887	0.976	0.924	0.956	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2018: -6.0% (-12.7%; +1.2%) t.o.v. 2014 (?-)
SubSaharaMigrant	jaarlijks	2014	2019	0.993	0.918	1.074	0.934	1.033	0.975	1.011	?	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2019: -1% (-8%; +7%) t.o.v. 2014 (?)
SubSaharaMigrant	jaarlijks	2014	2020	1.026	0.941	1.118	0.959	1.072	1.005	1.047	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2020: +2.6% (-5.9%; +11.8%) t.o.v. 2014 (?+)
SubSaharaMigrant	jaarlijks	2015	2007	1.056	0.973	1.146	0.991	1.102	1.036	1.077	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2007: +5.6% (-2.7%; +14.6%) t.o.v. 2015 (?+)
SubSaharaMigrant	jaarlijks	2015	2008	1.078	1.001	1.162	1.018	1.12	1.06	1.097	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2008: +7.8% (+0.1%; +16.2%) t.o.v. 2015 (+)
SubSaharaMigrant	jaarlijks	2015	2009	1.061	0.985	1.143	1.001	1.102	1.043	1.08	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2009: +6.1% (-1.5%; +14.3%) t.o.v. 2015 (?+)
SubSaharaMigrant	jaarlijks	2015	2010	1.086	1.01	1.168	1.026	1.127	1.068	1.105	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2010: +8.6% (+1.0%; +16.8%) t.o.v. 2015 (+)
SubSaharaMigrant	jaarlijks	2015	2011	1.085	1.008	1.167	1.024	1.126	1.066	1.103	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2011: +8.5% (+0.8%; +16.7%) t.o.v. 2015 (+)
SubSaharaMigrant	jaarlijks	2015	2012	1.09	1.02	1.166	1.035	1.128	1.073	1.107	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2012: +9.0% (+2.0%; +16.6%) t.o.v. 2015 (+)
SubSaharaMigrant	jaarlijks	2015	2013	1.031	0.967	1.099	0.981	1.066	1.016	1.047	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2013: +3% (-3%; +10%) t.o.v. 2015 (?+)
SubSaharaMigrant	jaarlijks	2015	2014	1.038	0.983	1.096	0.995	1.067	1.025	1.051	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2014: +4% (-2%; +10%) t.o.v. 2015 (?+)
SubSaharaMigrant	jaarlijks	2015	2016	0.977	0.925	1.033	0.936	1.005	0.965	0.99	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2016: -2% (-7%; +3%) t.o.v. 2015 (?-)
SubSaharaMigrant	jaarlijks	2015	2017	0.964	0.901	1.031	0.915	0.998	0.949	0.979	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2017: -4% (-10%; +3%) t.o.v. 2015 (?-)
SubSaharaMigrant	jaarlijks	2015	2018	0.976	0.909	1.047	0.924	1.011	0.96	0.992	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2018: -2% (-9%; +5%) t.o.v. 2015 (?-)
SubSaharaMigrant	jaarlijks	2015	2019	1.03	0.955	1.111	0.971	1.071	1.012	1.049	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2019: +3.0% (-4.5%; +11.1%) t.o.v. 2015 (?+)
SubSaharaMigrant	jaarlijks	2015	2020	1.065	0.979	1.158	0.997	1.111	1.044	1.086	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2020: +6.5% (-2.1%; +15.8%) t.o.v. 2015 (?+)
SubSaharaMigrant	jaarlijks	2016	2007	1.081	0.997	1.172	1.015	1.127	1.061	1.102	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2007: +8.1% (-0.3%; +17.2%) t.o.v. 2016 (?+)
SubSaharaMigrant	jaarlijks	2016	2008	1.104	1.024	1.189	1.041	1.146	1.084	1.123	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2008: +10.4% (+2.4%; +18.9%) t.o.v. 2016 (+)
SubSaharaMigrant	jaarlijks	2016	2009	1.086	1.008	1.17	1.024	1.128	1.067	1.105	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2009: +8.6% (+0.8%; +17.0%) t.o.v. 2016 (+)
SubSaharaMigrant	jaarlijks	2016	2010	1.111	1.031	1.197	1.048	1.154	1.092	1.131	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2010: +11.1% (+3.1%; +19.7%) t.o.v. 2016 (+)
SubSaharaMigrant	jaarlijks	2016	2011	1.11	1.028	1.199	1.045	1.155	1.09	1.13	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2011: +11.0% (+2.8%; +19.9%) t.o.v. 2016 (+)
SubSaharaMigrant	jaarlijks	2016	2012	1.115	1.038	1.199	1.054	1.158	1.097	1.135	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2012: +11.5% (+3.8%; +19.9%) t.o.v. 2016 (+)
SubSaharaMigrant	jaarlijks	2016	2013	1.055	0.983	1.132	0.999	1.094	1.038	1.073	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2013: +5.5% (-1.7%; +13.2%) t.o.v. 2016 (?+)
SubSaharaMigrant	jaarlijks	2016	2014	1.062	0.994	1.135	1.008	1.099	1.046	1.079	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2014: +6.2% (-0.6%; +13.5%) t.o.v. 2016 (?+)
SubSaharaMigrant	jaarlijks	2016	2015	1.023	0.968	1.081	0.98	1.053	1.01	1.037	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2015: +2% (-3%; +8%) t.o.v. 2016 (?+)
SubSaharaMigrant	jaarlijks	2016	2017	0.986	0.934	1.041	0.945	1.014	0.974	0.999	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2017: -1% (-7%; +4%) t.o.v. 2016 (?-)
SubSaharaMigrant	jaarlijks	2016	2018	0.998	0.935	1.066	0.948	1.032	0.983	1.014	?	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2018: -0% (-6%; +7%) t.o.v. 2016 (?)
SubSaharaMigrant	jaarlijks	2016	2019	1.054	0.981	1.133	0.996	1.094	1.036	1.072	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2019: +5.4% (-1.9%; +13.3%) t.o.v. 2016 (?+)
SubSaharaMigrant	jaarlijks	2016	2020	1.089	1.004	1.182	1.022	1.136	1.069	1.11	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2020: +8.9% (+0.4%; +18.2%) t.o.v. 2016 (+)
SubSaharaMigrant	jaarlijks	2017	2007	1.096	1.011	1.188	1.029	1.142	1.075	1.117	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2007: +9.6% (+1.1%; +18.8%) t.o.v. 2017 (+)
SubSaharaMigrant	jaarlijks	2017	2008	1.119	1.04	1.204	1.057	1.162	1.1	1.138	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2008: +12% (+4%; +20%) t.o.v. 2017 (+)
SubSaharaMigrant	jaarlijks	2017	2009	1.101	1.022	1.186	1.039	1.144	1.082	1.12	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2009: +10.1% (+2.2%; +18.6%) t.o.v. 2017 (+)
SubSaharaMigrant	jaarlijks	2017	2010	1.127	1.044	1.216	1.062	1.171	1.107	1.147	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2010: +13% (+4%; +22%) t.o.v. 2017 (+)
SubSaharaMigrant	jaarlijks	2017	2011	1.125	1.041	1.216	1.059	1.171	1.105	1.146	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2011: +12% (+4%; +22%) t.o.v. 2017 (+)
SubSaharaMigrant	jaarlijks	2017	2012	1.131	1.05	1.218	1.067	1.175	1.111	1.151	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2012: +13% (+5%; +22%) t.o.v. 2017 (+)
SubSaharaMigrant	jaarlijks	2017	2013	1.07	0.993	1.152	1.009	1.111	1.051	1.088	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2013: +7.0% (-0.7%; +15.2%) t.o.v. 2017 (?+)
SubSaharaMigrant	jaarlijks	2017	2014	1.077	1.003	1.156	1.019	1.117	1.059	1.095	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2014: +7.7% (+0.3%; +15.6%) t.o.v. 2017 (+)
SubSaharaMigrant	jaarlijks	2017	2015	1.037	0.97	1.11	0.985	1.074	1.021	1.054	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2015: +3.7% (-3.0%; +11.0%) t.o.v. 2017 (?+)
SubSaharaMigrant	jaarlijks	2017	2016	1.014	0.96	1.071	0.972	1.042	1.001	1.027	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2016: +1% (-4%; +7%) t.o.v. 2017 (?+)
SubSaharaMigrant	jaarlijks	2017	2018	1.012	0.958	1.069	0.97	1.041	0.999	1.025	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2018: +1% (-4%; +7%) t.o.v. 2017 (?+)
SubSaharaMigrant	jaarlijks	2017	2019	1.069	0.999	1.144	1.014	1.107	1.052	1.086	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2019: +6.9% (-0.1%; +14.4%) t.o.v. 2017 (?+)
SubSaharaMigrant	jaarlijks	2017	2020	1.104	1.023	1.193	1.04	1.149	1.085	1.124	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2020: +10.4% (+2.3%; +19.3%) t.o.v. 2017 (+)
SubSaharaMigrant	jaarlijks	2018	2007	1.083	0.998	1.175	1.016	1.129	1.062	1.104	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2007: +8.3% (-0.2%; +17.5%) t.o.v. 2018 (?+)
SubSaharaMigrant	jaarlijks	2018	2008	1.106	1.026	1.191	1.043	1.149	1.086	1.125	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2008: +10.6% (+2.6%; +19.1%) t.o.v. 2018 (+)
SubSaharaMigrant	jaarlijks	2018	2009	1.088	1.01	1.171	1.027	1.13	1.069	1.107	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2009: +8.8% (+1.0%; +17.1%) t.o.v. 2018 (+)
SubSaharaMigrant	jaarlijks	2018	2010	1.113	1.032	1.201	1.049	1.157	1.094	1.133	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2010: +11% (+3%; +20%) t.o.v. 2018 (+)
SubSaharaMigrant	jaarlijks	2018	2011	1.112	1.028	1.203	1.046	1.157	1.092	1.132	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2011: +11% (+3%; +20%) t.o.v. 2018 (+)
SubSaharaMigrant	jaarlijks	2018	2012	1.117	1.037	1.204	1.055	1.161	1.098	1.137	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2012: +12% (+4%; +20%) t.o.v. 2018 (+)
SubSaharaMigrant	jaarlijks	2018	2013	1.057	0.98	1.14	0.996	1.099	1.038	1.076	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2013: +5.7% (-2.0%; +14.0%) t.o.v. 2018 (?+)
SubSaharaMigrant	jaarlijks	2018	2014	1.064	0.988	1.146	1.004	1.105	1.046	1.083	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2014: +6.4% (-1.2%; +14.6%) t.o.v. 2018 (?+)
SubSaharaMigrant	jaarlijks	2018	2015	1.025	0.955	1.1	0.97	1.063	1.008	1.042	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2015: +2.5% (-4.5%; +10.0%) t.o.v. 2018 (?+)
SubSaharaMigrant	jaarlijks	2018	2016	1.002	0.938	1.07	0.952	1.036	0.987	1.017	?	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2016: +0% (-6%; +7%) t.o.v. 2018 (?)
SubSaharaMigrant	jaarlijks	2018	2017	0.988	0.936	1.043	0.947	1.016	0.976	1.001	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2017: -1% (-6%; +4%) t.o.v. 2018 (?-)
SubSaharaMigrant	jaarlijks	2018	2019	1.056	1	1.115	1.012	1.086	1.043	1.07	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2019: +5.6% (+0.0%; +11.5%) t.o.v. 2018 (+)
SubSaharaMigrant	jaarlijks	2018	2020	1.091	1.018	1.17	1.034	1.131	1.074	1.109	+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2020: +9.1% (+1.8%; +17.0%) t.o.v. 2018 (+)
SubSaharaMigrant	jaarlijks	2019	2007	1.025	0.944	1.114	0.961	1.07	1.006	1.046	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2007: +2.5% (-5.6%; +11.4%) t.o.v. 2019 (?+)
SubSaharaMigrant	jaarlijks	2019	2008	1.047	0.97	1.13	0.986	1.089	1.028	1.066	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2008: +4.7% (-3.0%; +13.0%) t.o.v. 2019 (?+)
SubSaharaMigrant	jaarlijks	2019	2009	1.03	0.953	1.113	0.969	1.072	1.011	1.049	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2009: +3.0% (-4.7%; +11.3%) t.o.v. 2019 (?+)
SubSaharaMigrant	jaarlijks	2019	2010	1.054	0.975	1.139	0.992	1.097	1.035	1.073	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2010: +5.4% (-2.5%; +13.9%) t.o.v. 2019 (?+)
SubSaharaMigrant	jaarlijks	2019	2011	1.053	0.97	1.143	0.988	1.098	1.033	1.073	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2011: +5.3% (-3.0%; +14.3%) t.o.v. 2019 (?+)
SubSaharaMigrant	jaarlijks	2019	2012	1.058	0.978	1.145	0.995	1.102	1.039	1.078	?+	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2012: +5.8% (-2.2%; +14.5%) t.o.v. 2019 (?+)
SubSaharaMigrant	jaarlijks	2019	2013	1.001	0.925	1.083	0.941	1.042	0.982	1.02	?	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2013: +0% (-7%; +8%) t.o.v. 2019 (?)
SubSaharaMigrant	jaarlijks	2019	2014	1.007	0.931	1.09	0.948	1.049	0.989	1.026	?	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2014: +1% (-7%; +9%) t.o.v. 2019 (?)
SubSaharaMigrant	jaarlijks	2019	2015	0.971	0.9	1.047	0.915	1.009	0.954	0.988	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2015: -3% (-10%; +5%) t.o.v. 2019 (?-)
SubSaharaMigrant	jaarlijks	2019	2016	0.949	0.882	1.02	0.897	0.984	0.933	0.965	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2016: -5.1% (-11.8%; +2.0%) t.o.v. 2019 (?-)
SubSaharaMigrant	jaarlijks	2019	2017	0.936	0.874	1.001	0.887	0.969	0.921	0.951	?-	febad39ddfe1d780978e81c1449a86bd5851e50f	8645b639d4317c735a483824028707579adc9561	2017: -6.4% (-12.6%; +0.1%) t.o.v. 2019 (?-)
